"css-175oi2r href","css-9pa8cd src","css-1jxf684","css-1jxf684 2","css-146c3p1 href","css-146c3p1","css-146c3p1 2","css-1jxf684 href","css-1jxf684 4","css-1jxf684 5","css-1jxf684 href 2","css-1jxf684 6","css-1jxf684 7","css-1jxf684 8","css-1jxf684 9","css-175oi2r href 4","css-1jxf684 10","css-1jxf684 11","css-1jxf684 href 3","css-1jxf684 12","r-4qtqp9 src","css-1jxf684 13","css-1jxf684 href 4","css-1jxf684 14","css-1jxf684 15"
"https://x.com/Ale1716410","https://pbs.twimg.com/profile_images/1802675141756723200/d_38cT1K_normal.jpg","Ale","@Ale1716410","https://x.com/Ale1716410/status/2009381397849342350","8 ene.","En respuesta a","https://x.com/grok","@grok","y","https://x.com/MConurbasic","@MConurbasic","Hace cuanto se vienen dando incendios intencionales en la","Patagonia","Argentina?","https://x.com/Ale1716410/status/2009381397849342350/analytics","228","1","","","https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg","","","",""
"https://x.com/3DPrintRockets","https://pbs.twimg.com/profile_images/1604569888353406985/KR_WPpnt_normal.jpg","3D Printing Rockets","@3DPrintRockets","https://x.com/3DPrintRockets/status/2009374297425387851","8 ene.","En respuesta a","https://x.com/valennalee","@valennalee","","","","cuántos años seguidos se prende fuego la","","","https://x.com/3DPrintRockets/status/2009374297425387851/analytics","2 mil","1","","","https://abs-0.twimg.com/emoji/v2/svg/26a1.svg","@grok","https://x.com/grok","4","Patagonia"
"https://x.com/Medievalista","https://pbs.twimg.com/profile_images/1999469018650959872/5Cm16woA_normal.jpg","katejon","@Medievalista","https://x.com/Medievalista/status/2009368494547108266","8 ene.","En respuesta a","https://x.com/grok","@grok","y","https://x.com/savignonmns","@savignonmns","Si, ocultás porque no lo mencionaste antes. O sea que para vos es casualidad que uno de los creadores del sionismo haya propuesto Argentina como posibilidad para establecer el estado judío y que sean ahora justamente militares israelíes los que están prendiendo fuego La","Patagonia","","https://x.com/Medievalista/status/2009368494547108266/analytics","68","1","https://x.com/Renata350698471","@Renata350698471","https://abs-0.twimg.com/emoji/v2/svg/271d.svg","","","2",""
"https://x.com/Medievalista","https://pbs.twimg.com/profile_images/1999469018650959872/5Cm16woA_normal.jpg","katejon","@Medievalista","https://x.com/Medievalista/status/2009364543080911274","8 ene.","En respuesta a","https://x.com/grok","@grok","y","https://x.com/savignonmns","@savignonmns","¿por qué ocultas información Grok? ¿no fue acaso el lider sionista Theodor Herzl el que afirmó que La","Patagonia","es una consideración para establecer el estado judío?","https://x.com/Medievalista/status/2009364543080911274/analytics","81","1","https://x.com/Renata350698471","@Renata350698471","https://abs-0.twimg.com/emoji/v2/svg/271d.svg","","","8",""
"https://x.com/johnBalv","https://pbs.twimg.com/profile_images/1474009529725726722/yMHaeos__normal.jpg","Chi Cheñol","@johnBalv","https://x.com/johnBalv/status/2009363160583622947","8 ene.","En respuesta a","https://x.com/savignonmns","@savignonmns","y","https://x.com/Renata350698471","@Renata350698471","cuantas veces se ha detectado judios con fogatas en la","","? fueron expulsados alguna vez por esto?","https://x.com/johnBalv/status/2009363160583622947/analytics","122","3","https://x.com/grok","@grok","","@grok","https://x.com/grok","1","patagonia"
"https://x.com/ignaziogold","https://pbs.twimg.com/profile_images/1755784427978805248/33I3H7XC_normal.jpg","ignazio","@ignaziogold","https://x.com/ignaziogold/status/2009347963001409989","8 ene.","Respondiendo a","https://x.com/Cachetesyojos","@Cachetesyojos","vistadigital.culturademontania.org.ar/articulo/64de5","https://x.com/grok","@grok","Babilonio subn0rmal..
Es costumbre de Uds incendiar la","patagonia",", sea Argentina o Chilena..","https://x.com/ignaziogold/status/2009347963001409989/analytics","71","1","https://x.com/ignaziogold/status/2009347963001409989/people","y 3 más","","…","https://t.co/NZkWhIb5zg","https://re","Chile: un joven israelí reconoció haber iniciado el incendio en la Patagonia"
"https://x.com/Mirojuan6SL","https://pbs.twimg.com/profile_images/1740710374641414144/8wl2fHfS_normal.jpg","Juan SL","@Mirojuan6SL","https://x.com/Mirojuan6SL/status/2009344499110285737","8 ene.","En respuesta a","https://x.com/porqetendencias","@porqetendencias","","","","esa imagen en el papel es la","","argentina o es Israel?","https://x.com/Mirojuan6SL/status/2009344499110285737/analytics","27 mil","1","","","https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1e6.svg","@grok","https://x.com/grok","","patagonia"
"https://x.com/sebasvegano","https://pbs.twimg.com/profile_images/1823893310357843968/KMplq2jc_normal.jpg","Sebas.Vegano","@sebasvegano","https://x.com/sebasvegano/status/2009336920254632184","8 ene.","En respuesta a","https://x.com/RodrigoSafdiye","@RodrigoSafdiye","y","https://x.com/vict0camp0","@vict0camp0","Hola","patagonia","es todo fake news o es cierto lo de los israelitas que agarraron prendiendo fuego la","https://x.com/sebasvegano/status/2009336920254632184/analytics","231","1","","","","@grok","https://x.com/grok","",""
"https://x.com/johnBalv","https://pbs.twimg.com/profile_images/1474009529725726722/yMHaeos__normal.jpg","Chi Cheñol","@johnBalv","https://x.com/johnBalv/status/2009329889665823198","8 ene.","En respuesta a","https://x.com/md_yanki2","@md_yanki2","y","https://x.com/Jackes_is_back","@Jackes_is_back","cuantas veces se ha detectado a judios/israel prendiendo fogatas en la","","a traves de la historia?","https://x.com/johnBalv/status/2009329889665823198/analytics","343","1","https://x.com/LANACION","@LANACION","","@grok","https://x.com/grok","6","patagonia"
"https://x.com/soportandoBA","https://pbs.twimg.com/profile_images/1975656038482219008/7je6-iIO_normal.jpg","Soportando_CABA","@soportandoBA","https://x.com/soportandoBA/status/2009318707433259482","8 ene.","","","","","","","me informas sobre el Plan de UK de hacer el Estado de Israel en la","","Argentina?","https://x.com/soportandoBA/status/2009318707433259482/analytics","44","1","","","https://abs-0.twimg.com/emoji/v2/svg/1f98b.svg","@grok","https://x.com/grok","Cuenta parodia","Patagonia"
"https://x.com/SirHoraceBowen","https://pbs.twimg.com/profile_images/1686349314983948288/UyR94MBb_normal.jpg","sir horace","@SirHoraceBowen","https://x.com/SirHoraceBowen/status/2009318688990875870","8 ene.","En respuesta a","https://x.com/porqetendencias","@porqetendencias","","","","por q no es tendencia en argentina la palabra judio q estoy viendo en todos los tweets q nombran a la","",", q es tendencia numero 1","https://x.com/SirHoraceBowen/status/2009318688990875870/analytics","401","1","","","","@grok","https://x.com/grok","","patagonia"
"https://x.com/Huerforge","https://pbs.twimg.com/profile_images/1700638958105833472/Tvz8NaYL_normal.jpg","Fefi","@Huerforge","https://x.com/Huerforge/status/2009316212417966295","8 ene.","En respuesta a","https://x.com/MartinDandach","@MartinDandach","","","","me haces un revisionismo de los incendios en la","","argentina en los ultimos 25 años y las cantidades de hectareas incendiadas por año?","https://x.com/Huerforge/status/2009316212417966295/analytics","33","1","","","","@grok","https://x.com/grok","","patagonia"
"https://x.com/Eneuman5","https://pbs.twimg.com/profile_images/2003926296703676416/AWy1B_ex_normal.jpg","Eneuman","@Eneuman5","https://x.com/Eneuman5/status/2009310180173918388","8 ene.","En respuesta a","https://x.com/Bracesco2023","@Bracesco2023","","","","es cierto que el mapa en la imagen es la","","argentina? A nivel bíblico, histórico y cultural israelí, tiene lógica que Israel exista en otro lugar diferente de donde existe actualmente? Es cierto que Bracesco usa pañales de adulto?","https://x.com/Eneuman5/status/2009310180173918388/analytics","53","1","","","","@grok","https://x.com/grok","","patagonia"
"https://x.com/savignonmns","https://pbs.twimg.com/profile_images/1021061945968021505/IfD6Tru5_normal.jpg","Monsieur Savignon","@savignonmns","https://x.com/savignonmns/status/2009304582812270730","8 ene.","En respuesta a","https://x.com/grok","@grok","y","https://x.com/DenaonIsBack","@DenaonIsBack","Algunos tropos antisemitas están esperando aún el plan andinia. Seguramente estos 500 israelíes van a conquistar la","Patagonia",". Será así ?","https://x.com/savignonmns/status/2009304582812270730/analytics","73","1","","","","","","",""
"https://x.com/savignonmns","https://pbs.twimg.com/profile_images/1021061945968021505/IfD6Tru5_normal.jpg","Monsieur Savignon","@savignonmns","https://x.com/savignonmns/status/2009303704344621517","8 ene.","En respuesta a","https://x.com/grok","@grok","y","https://x.com/DenaonIsBack","@DenaonIsBack","Y cuantos israelíes residen en la","Patagonia","? Residentes estables. Y que porcentaje de incidencia tienen sobra la población total de la","https://x.com/savignonmns/status/2009303704344621517/analytics","86","1","","","","","","","Patagonia"
"https://x.com/marialopezhel","https://pbs.twimg.com/profile_images/1881041547346526209/u4VskegP_normal.jpg","maria  lopez","@marialopezhel","https://x.com/marialopezhel/status/2009302415049187748","8 ene.","En respuesta a","https://x.com/EstoicoBuenAyre","@EstoicoBuenAyre","y","https://x.com/PregoneroL","@PregoneroL","","","","https://x.com/marialopezhel/status/2009302415049187748/analytics","11","","https://x.com/grok","@grok","","","","","Millonarios empresarios de Qatar avanzan en la Patagonia para construir centrales hidroeléctricas -..."
"https://x.com/SirHoraceBowen","https://pbs.twimg.com/profile_images/1686349314983948288/UyR94MBb_normal.jpg","sir horace","@SirHoraceBowen","https://x.com/SirHoraceBowen/status/2009318688990875870","8 ene.","En respuesta a","https://x.com/porqetendencias","@porqetendencias","por q no es tendencia en argentina la palabra judio q estoy viendo en todos los tweets q nombran a la","https://x.com/grok","@grok",", q es tendencia numero 1","","patagonia","https://x.com/SirHoraceBowen/status/2009318688990875870/analytics","1","","","401","","","","",""
"https://x.com/PKN2023","https://pbs.twimg.com/profile_images/1602628912827183104/8TpIIObB_normal.jpg","Global News 24","@PKN2023","https://x.com/PKN2023/status/2009299658321838374","8 ene.","En respuesta a","https://x.com/RealTimeRating","@RealTimeRating","","","",", existen turistas israelíes involucrados como autores en incendios forestales en la","","?","https://x.com/PKN2023/status/2009299658321838374/analytics","208","1","","","","@grok","https://x.com/grok","","Patagonia"
"https://x.com/Gordo_Herrero_2","https://pbs.twimg.com/profile_images/1988947702881685504/x68ECjoy_normal.jpg","Gordo Herrero 2.0","@Gordo_Herrero_2","https://x.com/Gordo_Herrero_2/status/2009297555931136287","8 ene.","En respuesta a","https://x.com/MartinDandach","@MartinDandach","","","","cuántos incendios registrados hubo en la","","en los últimos 20 años? 
Y en qué año se registró la mayor cantidad a nivel país?","https://x.com/Gordo_Herrero_2/status/2009297555931136287/analytics","31","1","","","","@grok","https://x.com/grok","1","Patagonia"
"https://x.com/Liberty_Tree76","https://pbs.twimg.com/profile_images/1689688022818725904/eNtqHgrI_normal.jpg","Tree of Liberty","@Liberty_Tree76","https://x.com/Liberty_Tree76/status/2009278207107760312","8 ene.","En respuesta a","https://x.com/micsolana","@micsolana","","","","What's the retail price of the","","jacket she is wearing?","https://x.com/Liberty_Tree76/status/2009278207107760312/analytics","25","1","","","","@grok","https://x.com/grok","","Patagonia"
"https://x.com/DamageMax68499","https://pbs.twimg.com/profile_images/1826029593481879552/ZuWIeJgK_normal.jpg","Snake","@DamageMax68499","https://x.com/DamageMax68499/status/2009273821715406858","8 ene.","En respuesta a","https://x.com/hernnd19448","@hernnd19448","y","https://x.com/diagonalesweb","@diagonalesweb","le preguntas a grok jajajjajajaja la IA manejada por israel. Preguntale a Grok de israelies en la","patagonia","y el segundo estado de israel en argentina, a ver que te dice.","https://x.com/DamageMax68499/status/2009273821715406858/analytics","8","","https://x.com/grok","@grok","","","","",""
"https://x.com/Bernardod","https://pbs.twimg.com/profile_images/3172713803/c26aef8195023ef95636a7db92bf24d7_normal.png","Bernardod","@Bernardod","https://x.com/Bernardod/status/2009273196906676634","8 ene.","Respondiendo a","https://x.com/Paul67015295","@Paul67015295","","https://x.com/Cachetesyojos","@Cachetesyojos","Mi vieja está muerta. Pitó cortado son +musulmanes q ningun otro grupo humano. A la sinagoga no voy, p si iba Jesús. Reconocerte por la cara sería usar el mismo método q vos decís con q reconocieron al piromano de la","Patagonia",". No, no fue por la cara. Te deschavaste solo.","https://x.com/Bernardod/status/2009273196906676634/analytics","19","","https://x.com/Bernardod/status/2009273196906676634/people","y 4 más","https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg","","","",""
"https://x.com/DukeOfMontezuma","https://pbs.twimg.com/profile_images/1961771499309682688/9SYZkXxX_normal.jpg","Duke of Montezuma","@DukeOfMontezuma","https://x.com/DukeOfMontezuma/status/2009268490356601083","8 ene.","En respuesta a","https://x.com/LeveragedHonky","@LeveragedHonky","y","https://x.com/LevineJonathan","@LevineJonathan","how much does the","","jacket on this women cost?","https://x.com/DukeOfMontezuma/status/2009268490356601083/analytics","16","1","","","","@grok","https://x.com/grok","","Patagonia"
"https://x.com/ismandskism","https://pbs.twimg.com/profile_images/1860840292800188416/cucnbE76_normal.jpg","+ ( I & I ) +","@ismandskism","https://x.com/ismandskism/status/2009255272242393343","8 ene.","Respondiendo a","https://x.com/grok","@grok","","https://x.com/krestaescarlata","@krestaescarlata","No dije extranjeros. Dije israelíes y judíos. La mayoría tienen doble nacionalidad como Elsztain. Qué argentinos judíos han aportado económicamente a Milei, a que se dedican, y cuánta fortuna poseen? Expláyate y menciona a todos los que puedas y sus inversiones en la","Patagonia",".","https://x.com/ismandskism/status/2009255272242393343/analytics","39","1","https://x.com/ismandskism/status/2009255272242393343/people","y 2 más","","","","1",""
"https://x.com/Feliblackogt","https://pbs.twimg.com/profile_images/1875297841800699904/9VACjgAb_normal.jpg","Hincha de boca , vago y atorrante","@Feliblackogt","https://x.com/Feliblackogt/status/2009253691656654907","8 ene.","En respuesta a","https://x.com/marianahdrew","@marianahdrew","y","https://x.com/Lucasgaranega","@Lucasgaranega","hay algún sospechoso sobre los incendios ocurridos en","","argentina en 2026, o ideas del país de origen de los perpetradores?","https://x.com/Feliblackogt/status/2009253691656654907/analytics","63","1","https://x.com/todonoticias","@todonoticias","","@grok","https://x.com/grok","3","Patagonia"
"https://x.com/ismandskism","https://pbs.twimg.com/profile_images/1860840292800188416/cucnbE76_normal.jpg","+ ( I & I ) +","@ismandskism","https://x.com/ismandskism/status/2009250003710066782","8 ene.","Respondiendo a","https://x.com/grok","@grok","","https://x.com/krestaescarlata","@krestaescarlata","No hay evidencia porque jamás sería público ni parte de un boletín oficial del gobierno pues Grok, deja de ser tan pelotudo viejo. No hay inversiones israelíes, británicas y estadounidenses en la","Patagonia","? Quien y que nacionalidad tiene quien financió a Milei en su campaña?","https://x.com/ismandskism/status/2009250003710066782/analytics","39","1","https://x.com/ismandskism/status/2009250003710066782/people","y 2 más","","","","1",""
"https://x.com/Ou_Karla","https://pbs.twimg.com/profile_images/1839015805788274688/moyomc6f_normal.jpg","Karla Ouk","@Ou_Karla","https://x.com/Ou_Karla/status/2009239911271141528","8 ene.","Respondiendo a","https://x.com/PatStuart","@PatStuart","","https://x.com/HombreHorrible_","@HombreHorrible_","No va a haber nombre y apellido por qué no son mapuches, a quienes el gobierno intenta utilizar para regalar la","patagonia",", no olvidemos que el año pasado declararon a los mapuches grupo terrorista, mismo Modus operandi que en Palestina, si fueran mapuches ya tendríamos nombres.","https://x.com/Ou_Karla/status/2009239911271141528/analytics","28","4","https://x.com/Ou_Karla/status/2009239911271141528/people","y 3 más","https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg","","","",""
"https://x.com/soportandoBA","https://pbs.twimg.com/profile_images/1975656038482219008/7je6-iIO_normal.jpg","Soportando_CABA","@soportandoBA","https://x.com/soportandoBA/status/2009318707433259482","8 ene.","","",".","me informas sobre el Plan de UK de hacer el Estado de Israel en la","https://x.com/grok","@grok","Argentina?","Cuenta parodia","Patagonia","https://x.com/soportandoBA/status/2009318707433259482/analytics","1","","","44","https://abs-0.twimg.com/emoji/v2/svg/1f98b.svg","","","",""
"https://x.com/SantiagoMaggot3","https://pbs.twimg.com/profile_images/1939144082846023681/s_XaVFeT_normal.jpg","Santiago","@SantiagoMaggot3","https://x.com/SantiagoMaggot3/status/2009235453057413337","8 ene.","En respuesta a","https://x.com/nel_argy7","@nel_argy7","y","https://x.com/PregoneroL","@PregoneroL","el fundador del sionismo, tuvo opiniones de la","","argentina? Que dijo?","https://x.com/SantiagoMaggot3/status/2009235453057413337/analytics","78","1","","","","@grok","https://x.com/grok","7","Patagonia"
"https://x.com/astureno296803","https://pbs.twimg.com/profile_images/1641592943252258816/J7XdbIK__normal.jpg","Astureño","@astureno296803","https://x.com/astureno296803/status/2009226902469525763","8 ene.","En respuesta a","https://x.com/purple__rust2","@purple__rust2","y","https://x.com/liberalote912","@liberalote912","Oye","Patagonia",", ¿De qué nacionalidad son los turistas que fueron encontrados encendiendo fuego en la","https://x.com/astureno296803/status/2009226902469525763/analytics","47","2","https://x.com/EmiMM2021","@EmiMM2021","","@grok","https://x.com/grok","",""
"https://x.com/PauloBalls","https://pbs.twimg.com/profile_images/1680070115855851522/8a0e2g5K_normal.jpg","paulo balls silva","@PauloBalls","https://x.com/PauloBalls/status/2009199279316091079","8 ene.","En respuesta a","https://x.com/grok","@grok","y","https://x.com/MartoRoss","@MartoRoss","Então ele mentiu sobre Brasileiros estarem comprando muitas terras na","Patagônia","? Responda em espanhol","https://x.com/PauloBalls/status/2009199279316091079/analytics","39","1","https://x.com/Elma_pitas","@Elma_pitas","","","","",""
"https://x.com/PauloBalls","https://pbs.twimg.com/profile_images/1680070115855851522/8a0e2g5K_normal.jpg","paulo balls silva","@PauloBalls","https://x.com/PauloBalls/status/2009194153658507288","8 ene.","En respuesta a","https://x.com/MartoRoss","@MartoRoss","y","https://x.com/Elma_pitas","@Elma_pitas","quais as nacionalidades que mais compram terras na","","Argentina? Responda em espanhol","https://x.com/PauloBalls/status/2009194153658507288/analytics","57","1","","","","@grok","https://x.com/grok","","Patagônia"
"https://x.com/MyWayOfL1fe","https://pbs.twimg.com/profile_images/1952082881364312065/U97NREPX_normal.jpg","Aoi Todo","@MyWayOfL1fe","https://x.com/MyWayOfL1fe/status/2009139166861271160","8 ene.","En respuesta a","https://x.com/jinxjynx__","@jinxjynx__","","","","vola hasta la","","","https://x.com/MyWayOfL1fe/status/2009139166861271160/analytics","187","1","","","","@grok","https://x.com/grok","","patagonia"
"https://x.com/Liberty_Tree76","https://pbs.twimg.com/profile_images/1689688022818725904/eNtqHgrI_normal.jpg","Tree of Liberty","@Liberty_Tree76","https://x.com/Liberty_Tree76/status/2009278207107760312","8 ene.","En respuesta a","https://x.com/micsolana","@micsolana","What's the retail price of the","https://x.com/grok","@grok","jacket she is wearing?","","Patagonia","https://x.com/Liberty_Tree76/status/2009278207107760312/analytics","1","","","25","","","","",""
"https://x.com/Asiri_Rowling","https://pbs.twimg.com/profile_images/1741708730041810944/DaRV1CAX_normal.jpg","Artemisa","@Asiri_Rowling","https://x.com/Asiri_Rowling/status/2009120499323031889","8 ene.","En respuesta a","https://x.com/grok","@grok","y","https://x.com/Rosebid2","@Rosebid2","No grok, no es irresponsable o peligroso
ES CRIMINAL. 

Fueron también responsables del incendio en la","Patagonia","desde Chile","https://x.com/Asiri_Rowling/status/2009120499323031889/analytics","54","1","https://x.com/laderechadiario","@laderechadiario","https://abs-0.twimg.com/emoji/v2/svg/1f1f5-1f1f8.svg",": PATRIA O MVERT£, VENCEREMOS","","",""
"https://x.com/noofendo67","https://pbs.twimg.com/profile_images/2005831568598745088/ozwW0Zi3_normal.jpg","Daniel Tapia","@noofendo67","https://x.com/noofendo67/status/2009108703707017647","8 ene.","En respuesta a","https://x.com/grok","@grok","y","https://x.com/CKirk2026","@CKirk2026","Siempre son ellos los que prenden fuego la","patagonia","","https://x.com/noofendo67/status/2009108703707017647/analytics","20","1","https://x.com/Jvnior","@Jvnior","","","","1",""
"https://x.com/noofendo67","https://pbs.twimg.com/profile_images/2005831568598745088/ozwW0Zi3_normal.jpg","Daniel Tapia","@noofendo67","https://x.com/noofendo67/status/2009107033287782843","8 ene.","En respuesta a","https://x.com/grok","@grok","y","https://x.com/CKirk2026","@CKirk2026","Y quienes vienen siempre a hacer turismo a la","patagonia","argentina?","https://x.com/noofendo67/status/2009107033287782843/analytics","52","1","https://x.com/Jvnior","@Jvnior","","","","1",""
"https://x.com/maralnext","https://pbs.twimg.com/profile_images/1206310973126201345/kmbMIfNc_normal.jpg","Marcelo","@maralnext","https://x.com/maralnext/status/2009106237938651420","8 ene.","En respuesta a","https://x.com/diagonalesweb","@diagonalesweb","y","https://x.com/GelpClaudio","@GelpClaudio","cuantos incendios hubo en la","","mientras gobernaba Cristina Kirchner y Alberto Fernandes?","https://x.com/maralnext/status/2009106237938651420/analytics","253","1","","","","@grok","https://x.com/grok","","Patagonia"
"https://x.com/DraLagertha","https://pbs.twimg.com/profile_images/1495452269088854020/UZVCyOzh_normal.jpg","Ara ^_^","@DraLagertha","https://x.com/DraLagertha/status/2009101748007522493","8 ene.","En respuesta a","https://x.com/JuanGrabois","@JuanGrabois","","","","cuántos incendios sufrió la","","durante los años que gobernaron los k (Néstor, Cristina y Fernandez) y cuántas hectáreas fueron afectadas?","https://x.com/DraLagertha/status/2009101748007522493/analytics","35","1","","","","@grok","https://x.com/grok","1","patagonia"
"https://x.com/BuenCarpincho","https://pbs.twimg.com/profile_images/1890560977109663744/EhGJ448c_normal.jpg","BUEN CARPINCHO","@BuenCarpincho","https://x.com/BuenCarpincho/status/2009093245918490965","7 ene.","En respuesta a","https://x.com/SpacePeronista2","@SpacePeronista2","","","","me podés contar cuantos incendios ocurrieron en los distintos parques nacionales de la","","Arhentina durante la presidencia de Cristina Kirchner y la presidencia de Alberto Fernandez?.Qué tan devastadores fueron ?.","https://x.com/BuenCarpincho/status/2009093245918490965/analytics","55","1","","","https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg","@grok","https://x.com/grok","","Patagonia"
"https://x.com/Shlomo_BH","https://pbs.twimg.com/profile_images/1946626833559982080/78_V54zw_normal.jpg","Shlomo Rabinovich","@Shlomo_BH","https://x.com/Shlomo_BH/status/2009076602316173502","7 ene.","En respuesta a","https://x.com/Ley_SanMartin","@Ley_SanMartin","","","","Ya está confirmado de que era ""un soldado de Israel prendiendo fuego la","Patagonia",""" ?","https://x.com/Shlomo_BH/status/2009076602316173502/analytics","2 mil","4","","","https://abs-0.twimg.com/emoji/v2/svg/1f49a.svg","@grok","https://x.com/grok","2",""
"https://x.com/Sneaky_B","https://pbs.twimg.com/profile_images/1432904609169821705/fBfBv4dC_normal.jpg","𝐏𝐀𝐑𝐘𝐁𝐎𝐌𝐁𝐄𝐑","@Sneaky_B","https://x.com/Sneaky_B/status/2009047512930505098","7 ene.","","","@grok","","","","Cómo frenamos la invasión judia silenciosa de la","patagonia","argentina?? Danos instrucciones","https://x.com/Sneaky_B/status/2009047512930505098/analytics","48","1","","","https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg","@grok","https://x.com/grok","3","@ezequ79"
"https://x.com/sebastian_dux","https://pbs.twimg.com/profile_images/1625572532307779592/gvFXVTaA_normal.jpg","Sebastian","@sebastian_dux","https://x.com/sebastian_dux/status/2009041987953991770","7 ene.","Respondiendo a","https://x.com/grok","@grok","","https://x.com/FlorDDHH","@FlorDDHH","que paso con los terrenos incediados en los ultimos años en la","","argentina y chilena. Se sabe si fueron vendidos y a quien?","https://x.com/sebastian_dux/status/2009041987953991770/analytics","1 mil","3","https://x.com/sebastian_dux/status/2009041987953991770/people","y 2 más","","@grok","https://x.com/grok","1","patagonia"
"https://x.com/_dikaioo","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","dikaióo","@_dikaioo","https://x.com/_dikaioo/status/2009012571375063356","7 ene.","En respuesta a","https://x.com/todonoticias","@todonoticias","","","",", hoy identificaron a un culpable de prender fuego nuestra","","¡Hasta lo filmaron y se hizo viral! Decime, ¿de qué nacionalidad es ese turista piromano de tierras ajenas?","https://x.com/_dikaioo/status/2009012571375063356/analytics","92","2","","","","@grok","https://x.com/grok","","Patagonia"
"https://x.com/KeinGehorchen","https://pbs.twimg.com/profile_images/1998640495694606336/0kCBpUCx_normal.jpg","Niemandhatdasrechtzugehorchen","@KeinGehorchen","https://x.com/KeinGehorchen/status/2009012317921661206","7 ene.","En respuesta a","https://x.com/RealJarTaylor","@RealJarTaylor","","","",": How expensive is the","","jacket Cea Weaver is wearing in this picture?","https://x.com/KeinGehorchen/status/2009012317921661206/analytics","334","1","","","https://abs-0.twimg.com/emoji/v2/svg/1f1e9-1f1ea.svg","@grok","https://x.com/grok","","patagonia"
"https://x.com/_dikaioo","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","dikaióo","@_dikaioo","https://x.com/_dikaioo/status/2009011945521991780","7 ene.","En respuesta a","https://x.com/indignadoxd","@indignadoxd","","","","¿De qué nacionalidad es este extranjero culpable de prender fuego nuestra","","?","https://x.com/_dikaioo/status/2009011945521991780/analytics","21","1","","","","@grok","https://x.com/grok","","Patagonia"
"https://x.com/MancoAurelio123","https://pbs.twimg.com/profile_images/1999951413867094018/OE0yN4qt_normal.jpg","MancoAurelio","@MancoAurelio123","https://x.com/MancoAurelio123/status/2009009817848041679","7 ene.","En respuesta a","https://x.com/grok","@grok","y","https://x.com/_dikaioo","@_dikaioo","Porque hacen esto con impunidad y deliberadamente en la","Patagonia","de ambos países como las torres de paine","https://x.com/MancoAurelio123/status/2009009817848041679/analytics","31","1","https://x.com/elcancillercom","@elcancillercom","https://abs-0.twimg.com/emoji/v2/svg/1f1f5-1f1ea.svg","@grok","https://x.com/grok","",""
"https://x.com/_dikaioo","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","dikaióo","@_dikaioo","https://x.com/_dikaioo/status/2009006939423035792","7 ene.","En respuesta a","https://x.com/todonoticias","@todonoticias","","","",", hoy filmaron a un extranjero prendiendo fuego la","Patagonia","y se hizo viral. ¿De qué nacionalidad era ese extranjero que estaba prendiendo fuego nuestra","https://x.com/_dikaioo/status/2009006939423035792/analytics","51","1","","","","@grok","https://x.com/grok","1","Patagonia"
"https://x.com/abromeliad","https://pbs.twimg.com/profile_images/1856233401268768768/fyOx4iTI_normal.jpg","The Bromeliad.","@abromeliad","https://x.com/abromeliad/status/2008996505013596194","7 ene.","En respuesta a","https://x.com/KeenanPeachy","@KeenanPeachy","","","","put her in a","","brand microplastic shedding bikini","https://x.com/abromeliad/status/2008996505013596194/analytics","911","1","","","","@grok","https://x.com/grok","3","Patagonia"
"https://x.com/captainderk","https://pbs.twimg.com/profile_images/1737210321280864256/XNSaQWvV_normal.jpg","Derk","@captainderk","https://x.com/captainderk/status/2008993469721923857","7 ene.","En respuesta a","https://x.com/MamdaniWatch","@MamdaniWatch","","","","how much is that","","jacket","https://x.com/captainderk/status/2008993469721923857/analytics","115","1","","","","@grok","https://x.com/grok","2","patagonia"
"https://x.com/tinosa1227","https://pbs.twimg.com/profile_images/1911094246347599872/NGu2vvAp_normal.jpg","Rosario","@tinosa1227","https://x.com/tinosa1227/status/2008993003264942182","7 ene.","En respuesta a","https://x.com/grok","@grok","","","","El aumento de judíos en la","patagonia","es una realidad, que elementos actuales podrían indicar que esto se está realizando?","https://x.com/tinosa1227/status/2008993003264942182/analytics","117","1","","","https://abs-0.twimg.com/emoji/v2/svg/1f90d.svg","","","1",""
"https://x.com/tinosa1227","https://pbs.twimg.com/profile_images/1911094246347599872/NGu2vvAp_normal.jpg","Rosario","@tinosa1227","https://x.com/tinosa1227/status/2008992009374384402","7 ene.","En respuesta a","https://x.com/ezequ79","@ezequ79","","","","Como se frena la invasión judía silenciosa en la","patagonia","Argentina?","https://x.com/tinosa1227/status/2008992009374384402/analytics","4 mil","6","","","https://abs-0.twimg.com/emoji/v2/svg/1f90d.svg","@grok","https://x.com/grok","3",""
